RXDDRGID,RXDDRUG,RXDINGFL,RXDDCI1A,RXDDCI1B,RXDDCI1C,RXDDCI2A,RXDDCI2B,RXDDCI2C,RXDDCI3A,RXDDCI3B,RXDDCI3C,RXDDCI4A,RXDDCI4B,RXDDCI4C,RXDICI1A,RXDICI1B,RXDICI1C,RXDICI2A,RXDICI2B,RXDICI2C,RXDICI3A,RXDICI3B,RXDICI3C,RXDICI4A,RXDICI4B,RXDICI4C,RXDICI5A,RXDICI5B,RXDICI5C,RXDICI6A,RXDICI6B,RXDICI6C,RXDDCN1A,RXDDCN1B,RXDDCN1C,RXDDCN2A,RXDDCN2B,RXDDCN2C,RXDDCN3A,RXDDCN3B,RXDDCN3C,RXDDCN4A,RXDDCN4B,RXDDCN4C,RXDICN1A,RXDICN1B,RXDICN1C,RXDICN2A,RXDICN2B,RXDICN2C,RXDICN3A,RXDICN3B,RXDICN3C,RXDICN4A,RXDICN4B,RXDICN4C,RXDICN5A,RXDICN5B,RXDICN5C,RXDICN6A,RXDICN6B,RXDICN6C
d03430,ASPIRIN; CAFFEINE; DIHYDROCODEINE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,57.0,58.0,62.0,57.0,71.0,nan,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,
d03431,ACETAMINOPHEN; OXYCODONE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,
d03432,ASPIRIN; OXYCODONE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,57.0,58.0,62.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,
d03433,MEPERIDINE; PROMETHAZINE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,57.0,65.0,196.0,122.0,123.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,RESPIRATORY AGENTS,ANTIHISTAMINES,,,,,,,,,,
d03434,ACETAMINOPHEN; PROPOXYPHENE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,58.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,,,,,,,,,,,,
d03435,ASPIRIN; CAFFEINE; PROPOXYPHENE,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,57.0,58.0,62.0,57.0,71.0,nan,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,
d03436,BELLADONNA; OPIUM,2.0,57.0,58.0,191.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,
d03448,ASPIRIN; MEPROBAMATE,2.0,57.0,58.0,63.0,57.0,73.0,179.0,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,67.0,70.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANT COMBINATIONS,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,
d03455,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,2.0,57.0,58.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,67.0,68.0,57.0,71.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,,,,,,,,,
d03456,ACETAMINOPHEN; BUTALBITAL,2.0,57.0,58.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,67.0,68.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,,,,,,,,,,,,
d03457,ASPIRIN; BUTALBITAL; CAFFEINE,2.0,57.0,58.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,67.0,68.0,57.0,71.0,nan,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,
d03458,ASPIRIN; BUTALBITAL,2.0,57.0,58.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,67.0,68.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANALGESIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,
d03459,ACETAMINOPHEN; DICHLORALPHENAZONE; ISOMETHEPTENE,2.0,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,59.0,57.0,58.0,193.0,57.0,67.0,70.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,MISCELLANEOUS ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS,,,,,,,,,
d03461,BELLADONNA; CAFFEINE; ERGOTAMINE; PENTOBARBITAL,2.0,57.0,58.0,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,193.0,57.0,67.0,68.0,57.0,71.0,nan,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,
d03462,AMITRIPTYLINE; CHLORDIAZEPOXIDE,2.0,242.0,251.0,79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,69.0,242.0,249.0,209.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PSYCHOTHERAPEUTIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,,,,,,,,,,,,
d03463,AMITRIPTYLINE; PERPHENAZINE,2.0,242.0,251.0,79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,65.0,196.0,242.0,249.0,209.0,242.0,251.0,210.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PSYCHOTHERAPEUTIC COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,PHENOTHIAZINE ANTIEMETICS,PSYCHOTHERAPEUTIC AGENTS,ANTIDEPRESSANTS,TRICYCLIC ANTIDEPRESSANTS,PSYCHOTHERAPEUTIC AGENTS,ANTIPSYCHOTICS,PHENOTHIAZINE ANTIPSYCHOTICS,,,,,,,,,
d03468,ASPIRIN; METHOCARBAMOL,2.0,57.0,73.0,179.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANT COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,
d03469,ASPIRIN; CARISOPRODOL,2.0,57.0,73.0,179.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANT COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,,,,
d03470,ASPIRIN; CARISOPRODOL; CODEINE,2.0,57.0,73.0,179.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,60.0,57.0,58.0,62.0,57.0,73.0,178.0,81.0,83.0,211.0,122.0,124.0,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANT COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,NARCOTIC ANALGESICS,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,RESPIRATORY AGENTS,ANTITUSSIVES,,,,
d03472,ASPIRIN; CAFFEINE; ORPHENADRINE,2.0,57.0,73.0,179.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,62.0,57.0,71.0,nan,57.0,73.0,178.0,81.0,83.0,211.0,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANT COMBINATIONS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,SALICYLATES,CENTRAL NERVOUS SYSTEM AGENTS,CNS STIMULANTS,,CENTRAL NERVOUS SYSTEM AGENTS,MUSCLE RELAXANTS,SKELETAL MUSCLE RELAXANTS,COAGULATION MODIFIERS,ANTIPLATELET AGENTS,PLATELET AGGREGATION INHIBITORS,,,,,,
d03473,CARBIDOPA; LEVODOPA,2.0,57.0,66.0,276.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,66.0,276.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTIPARKINSON AGENTS,DOPAMINERGIC ANTIPARKINSONISM AGENTS,,,,,,,,,,,,,,,
d03484,MAGALDRATE; SIMETHICONE,2.0,87.0,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.0,88.0,nan,87.0,96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,ANTACIDS,,,,,,,,,,,GASTROINTESTINAL AGENTS,ANTACIDS,,GASTROINTESTINAL AGENTS,MISCELLANEOUS GI AGENTS,,,,,,,,,,,,,
d03485,ATROPINE; HYOSCYAMINE; PHENOBARBITAL; SCOPOLAMINE,2.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,430.0,nan,57.0,64.0,201.0,57.0,65.0,197.0,57.0,67.0,68.0,87.0,355.0,89.0,105.0,106.0,nan,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTICHOLINERGIC CHRONOTROPIC AGENTS,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,ANTIEMETIC/ANTIVERTIGO AGENTS,ANTICHOLINERGIC ANTIEMETICS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,MISCELLANEOUS AGENTS,ANTIDOTES,
d03492,CHLORDIAZEPOXIDE; CLIDINIUM,2.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,67.0,69.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BENZODIAZEPINES,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,,,
d03494,HYOSCYAMINE; PHENOBARBITAL,2.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,64.0,201.0,57.0,67.0,68.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,
d03495,BELLADONNA; ERGOTAMINE; PHENOBARBITAL,2.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,58.0,193.0,57.0,64.0,201.0,57.0,67.0,68.0,87.0,355.0,89.0,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,,,,,CENTRAL NERVOUS SYSTEM AGENTS,ANALGESICS,ANTIMIGRAINE AGENTS,CENTRAL NERVOUS SYSTEM AGENTS,ANTICONVULSANTS,BARBITURATE ANTICONVULSANTS,CENTRAL NERVOUS SYSTEM AGENTS,ANXIOLYTICS, SEDATIVES, AND HYPNOTICS,BARBITURATES,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,,,,,,
d03505,ATROPINE; DIFENOXIN,2.0,87.0,90.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,430.0,nan,87.0,90.0,nan,87.0,355.0,89.0,105.0,106.0,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTICHOLINERGIC CHRONOTROPIC AGENTS,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,MISCELLANEOUS AGENTS,ANTIDOTES,,,,,,,
d03506,ATROPINE; DIPHENOXYLATE,2.0,87.0,90.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.0,430.0,nan,87.0,90.0,nan,87.0,355.0,89.0,105.0,106.0,nan,nan,nan,nan,nan,nan,nan,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,,,,,,,,,,CARDIOVASCULAR AGENTS,ANTICHOLINERGIC CHRONOTROPIC AGENTS,,GASTROINTESTINAL AGENTS,ANTIDIARRHEALS,,GASTROINTESTINAL AGENTS,FUNCTIONAL BOWEL DISORDER AGENTS,ANTICHOLINERGICS/ANTISPASMODICS,MISCELLANEOUS AGENTS,ANTIDOTES,,,,,,,
d03508,ISONIAZID; RIFAMPIN,2.0,1.0,6.0,329.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,6.0,232.0,1.0,6.0,457.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,ANTITUBERCULOSIS COMBINATIONS,,,,,,,,,,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,RIFAMYCIN DERIVATIVES,ANTI-INFECTIVES,ANTITUBERCULOSIS AGENTS,HYDRAZIDE DERIVATIVES,,,,,,,,,,,,
d03509,ERYTHROMYCIN; SULFISOXAZOLE,2.0,1.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,11.0,304.0,1.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,MISCELLANEOUS ANTIBIOTICS,,,,,,,,,,,ANTI-INFECTIVES,MACROLIDE DERIVATIVES,MACROLIDES,ANTI-INFECTIVES,SULFONAMIDES,,,,,,,,,,,,,
d03511,PHENAZOPYRIDINE; SULFAMETHOXAZOLE,2.0,1.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,15.0,nan,113.0,266.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,SULFONAMIDES,,,,,,,,,,,ANTI-INFECTIVES,SULFONAMIDES,,GENITOURINARY TRACT AGENTS,MISCELLANEOUS GENITOURINARY TRACT AGENTS,,,,,,,,,,,,,
d03513,METHENAMINE; SODIUM ACID PHOSPHATE,2.0,1.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,17.0,nan,113.0,265.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ANTI-INFECTIVES,URINARY ANTI-INFECTIVES,,,,,,,,,,,ANTI-INFECTIVES,URINARY ANTI-INFECTIVES,,GENITOURINARY TRACT AGENTS,URINARY PH MODIFIERS,,,,,,,,,,,,,
d03518,EPINEPHRINE; PILOCARPINE OPHTHALMIC,2.0,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,164.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC GLAUCOMA AGENTS,,,,,,,,,,,,,,,
d03520,NAPHAZOLINE; PHENIRAMINE OPHTHALMIC,2.0,133.0,147.0,267.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,267.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTIHISTAMINES AND DECONGESTANTS,,,,,,,,,,,,,,,
d03524,BACITRACIN; NEOMYCIN; POLYMYXIN B TOPICAL,2.0,133.0,136.0,290.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,290.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,,,,,,,,,,,,,,,
d03525,GRAMICIDIN; NEOMYCIN; POLYMYXIN B OPHTHALMIC,2.0,133.0,147.0,163.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,163.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,,,,,,
d03526,NEOMYCIN; POLYMYXIN B SULFATE TOPICAL,2.0,133.0,136.0,290.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,136.0,290.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,,,,,,,,,,TOPICAL AGENTS,DERMATOLOGICAL AGENTS,TOPICAL ANTIBIOTICS,,,,,,,,,,,,,,,
d03529,POLYMYXIN B; TRIMETHOPRIM OPHTHALMIC,2.0,133.0,147.0,163.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,163.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,,,,,,,,,,,,,,,
d03533,NEOMYCIN; POLYMYXIN B; PREDNISOLONE OPHTHALMIC,2.0,133.0,147.0,166.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,133.0,147.0,163.0,133.0,147.0,165.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC STEROIDS WITH ANTI-INFECTIVES,,,,,,,,,,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC ANTI-INFECTIVES,TOPICAL AGENTS,OPHTHALMIC PREPARATIONS,OPHTHALMIC STEROIDS,,,,,,,,,,,,
